tweet,clean_tweet,label
RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA,u rememb steve blue clue left us bitch ass nigga joe,1
RT @FunnyPicsDepot: this bitch at the mall shaped like mr. incredible http://t.co/L8CuVNznWm,thi bitch mall shape like mr incred,1
"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",thi play soccer cheat girl wear khaki colour cargo haircut,0
RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,halloween use holiday kid nation dress like inner hoe day,1
"RT @FunnyQuotees: I hope a bird shits on your face, bitch.",hope bird shit face bitch,1
RT @FunnySayings: &#8220;you&#8217;re a bitch&#8221; that&#8217;s new information thanks,bitch new inform thank,1
RT @Fvnxy: Irrelevant people talk so much shit like who the fuck are you bitch,irrelev peopl talk much shit like fuck bitch,1
RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR,bae turn hoe,1
"RT @G0ldenG0ddess: Turn up about to be real , marriott with my bitches for the weekend , mansion tonight , adult swim tomorrow &#128131;",turn real marriott bitch weekend mansion tonight adult swim tomorrow,1
RT @GBithc: This bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,thi bitch think cute guy hunni ur fake asf like ur weav dont even like u stfu,1
"RT @GDKElijah: Ladies, if your pussy sounds like this please hit my DMs. I need you for a science project &#128064; https://t.co/XR0HgOld5m",ladi pussi sound like thi pleas hit dm need scienc project,1
RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,shitti booti ass talm prep ralli bitch yall prepar,1
RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch,dat nigga lame bro unfollow like bitch,1
RT @GMB_Ace: Boss Niggas Fuk wit Boss bitches Vice versa..,boss nigga fuk wit boss bitch vice versa,1
RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me,im get money nigga da hoe love,1
RT @GMB_Ace: If U wife A bitch den She represent U...So Dnt Wife DA Wrong Bitch,u wife bitch den repres uso dnt wife da wrong bitch,1
RT @GMB_Ace: If more Den 5 Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her &#8252;&#65039;&#128554;,den 5 nigga say dey fuke yo bitch u shuldnt cuffin,1
RT @GMB_Ace: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose&#9995;,lame bitch alway wan na tri 2 play real nigga like lame bitch da u get treat n cut loos,1
RT @GMB_flash7414: Oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,oso told hi dread get longer gone pop fuck nigga bitch lmao,1
"RT @GODLOVESUGLYY_: You tell me I'm beautiful, like you tell every other bitch. Come on sir. #dobetter",tell im beauti like tell everi bitch come sir dobett,1
RT @GOLDBONEQUEEN: Stevie J turned a hoe &#128111;into a Housewife&#128129;&#128141;&#128142; and Nikko turned a Housewife&#128582; into a hoe&#128111;&#128111;&#128131;&#9757; !!I swear this shit can happen,stevi j turn hoe housewif nikko turn housewif hoe swear thi shit happen,1
"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;",racist crew anchor right wing folk mock mix gop kid,0
RT @GUNSandcrayons: What's wrong with these bitches breh http://t.co/wcGJoUdeue,wrong bitch breh,1
RT @GVLDENBEAUTY_: these hoes woozy,hoe woozi,1
RT @Gabriel_Montoya: RT &#8220;@Brandon_Rios1: @Gabriel_Montoya fuck u bitch hope I don't see u bitch cuz I would love for u to tell me to my fac&#8230;,fuck u bitch hope dont see u bitch cuz would love u tell fac,1
RT @GabrielaAngela4: @JacklynAnnn @TheOneMiss_Luu bitches lover the word quality because they quality Bitches.,bitch lover word qualiti becaus qualiti bitch,1
RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,im even ghetto,0
RT @GabrielaAngela4: Bitches be like Fuck ponies but ponies ve like Fuck bitches.,bitch like fuck poni poni like fuck bitch,1
RT @GabrielaAngela4: That hoe wanta 6/6.,hoe wanta 6/6,1
"RT @GangsterFeels: Yes i'm judging you by the way you dress, bitch.",ye im judg way dress bitch,1
"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin",day without laughter day wast ~charli chaplin,0
RT @Garnettujl: Hoes will be hoes.,hoe hoe,1
"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn&#8230;",new sign mong kok protest site say fight democraci oppos communist futur,0
RT @GaryLopez_19: I'm gonna make this math test my bitch tomorrow.,im gon na make thi math test bitch tomorrow,1
RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,everytim see nelson agholor make play want puke kid shouldv gator thank charli cheeseburg,0
RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking retards to cure down's.,ask govt cure healthcar like ask retard cure,1
RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,conan obrien mock new call duti game get kill repeatedli,0
"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs",congressman offic admit hell yeah benihana thi bitch tweet wa mistak,1
"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",somewher redneck jerk hand hell lose firework accid tomorrow,1
RT @GbOSMG: y'all gotta stop pumping these ugly hoes heads up &#128567;,yall got ta stop pump ugli hoe head,1
RT @GeeZzzus: Don't no woman want a man that acts like a bitch,dont woman want man act like bitch,1
RT @Georganaaa_: I asked dis bitch to get me water 10 mins ago where Dafuq is it,ask di bitch get water 10 min ago dafuq,1
RT @GeorgeCarlinSez: My uncle taught me abt sex. He said 'The birds fuck the bees.' Then he told me he banged a girl so hard her freckles c&#8230;,uncl taught abt sex said bird fuck bee told bang girl hard freckl c,1
RT @GeorgeKelleyJr: If ur 20+ and still need ur parent's permission to do stuff ur a little bitch #growup,ur 20+ still need ur parent permiss stuff ur littl bitch growup,1
RT @GermanSquidd__: These water challenges are retarded as fuck.,water challeng retard fuck,1
RT @GetEmKee_iGotEm: hoes? I got several? they 10's or better &#128076;,hoe got sever 10 better,1
RT @GetRKOd: Have a seat drunk bitch #RKO https://t.co/6XpNyr1Jbn,seat drunk bitch rko,1
"RT @Get_It_MarMar: If I hit you wit that shottie bitch, I bet ya body flip ! &#128299;&#128165;&#128165;&#128165;",hit wit shotti bitch bet ya bodi flip,1
RT @GettEmm_Jay: So before you wear a thong get yo pussy in check,befor wear thong get yo pussi check,1
RT @Gezzy504: Niggas don't mind sharing hoes,nigga dont mind share hoe,1
RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn,dumb bitch,1
RT @GhettoViine: This bitch came to the club with a broken neck? Bitch you serious? https://t.co/A9yNUopYvY,thi bitch came club broken neck bitch seriou,1
RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,trassshhh 13 come thi weekend trash,0
"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;",mariano rivera ha street outsid yanke stadium name giant also similar honor,0
"RT @GirlTalk26: ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women &amp; actually h&#8230;",real men ask nude correct pussi ass bitch ask nude real men work women actual h,1
"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;",reason mermaid - period - pant - perfect hair - u get lure men death also free clam,0
RT @GirlsLoveDrugs: Talkin bout the next bitch but you ain't bout shit.,talkin bout next bitch aint bout shit,1
RT @Giselle_Horan13: @1D_NIPPLES_ you slay that bitch,slay bitch,1
"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;",crow warn stay away island soul collector ian1,0
RT @Gmel_Genuine: When ya broke ONLY real bitches stick around,ya broke onli real bitch stick around,1
RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,oreo frappuccino,0
"RT @GoatRapLines: Chief Keef changed the rap game when he said ""bitch I'm cooler than a cooler""",chief keef chang rap game said bitch im cooler cooler,1
"RT @GoatRapLines: When Lil Wayne said ""Even deaf bitches say ""Hi"" to me, she tell a blind bitch and she say ""I gotta see"""" my headphones ju&#8230;",lil wayn said even deaf bitch say hi tell blind bitch say got ta see headphon ju,1
RT @GoatRapLines: When Wale said.....nvm that nigga trash,wale saidnvm nigga trash,1
"RT @GoldenBella_: If a bitch could be okay with fucking a man knowing he has a girl, she's a hoe! That's it.",bitch could okay fuck man know ha girl hoe,1
RT @Goldie_Brim: Smack a bitch no filter,smack bitch filter,1
"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",yep steve spurrier sorta compar alabama yanke theyv ( ny ) got biggest payrol dont win ever,0
"RT @Golfwangslut25: Tyga makes you think about fucking a bunch of bad bitches 
J.cole makes you motivated 
Drake makes you wanna think abou&#8230;",tyga make think fuck bunch bad bitch jcole make motiv drake make wan na think abou,1
"RT @GoodKidLeo: catch a bitch snitch, my finger itchin on the switch",catch bitch snitch finger itchin switch,1
RT @Gook____: Lil stupid ass bitch I don't fuck with YOU!!&#128564;,lil stupid ass bitch dont fuck,1
"RT @Goons_TXT: Also, just because you suck dick, doesn't mean you have to act like a faggot.",also becaus suck dick doesnt mean act like faggot,1
RT @Goons_TXT: Only retards and dads roll Lawful Good.,onli retard dad roll law good,0
RT @GorgeousCamry_: &#128514;&#128514; hoes be in everybody clothes and got the nerve to take a picture man that shit crazy !,hoe everybodi cloth got nerv take pictur man shit crazi,1
RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !,stop explain yo self sorri ass bitch dont nobodi care eww sound spici,1
RT @GorgeousCamry_: I peep a lot of shit and I just laugh cause these hoes some actors !,peep lot shit laugh caus hoe actor,1
RT @GorgeousCamry_: it's two different things you hoes should know because a lot of you hoes THINK yal know me !,two differ thing hoe know becaus lot hoe think yal know,1
RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;,nigga loos bitch bitch snitch,1
RT @GossipCop: Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: You&#8217;re A Rude &#8220;Idiot&#8221; With Bad Wig http://t.co/NChn9cRLCj,charli sheen slam rihanna reject hi fiance rude idiot bad wig,0
RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;,tight pant loud color look like fag,1
RT @GottaLuvLexci_: You know these hoes wishy washy,know hoe wishi washi,1
RT @GottaPHILMe: &#128128;&#128128; RT &#8220;@VersaceSilk: When you and your boys discover a hoe https://t.co/fbfR8trToY&#8221;,boy discov hoe,1
"RT @GrandadJFreeman: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ...",im tire fat hoe call themselv thick bitch yo fat ass cant even bend touch toe withou,1
RT @GreGooglyMoogly: My mind is so clear a bird just crashed into the side of my head.,mind clear bird crash side head,0
RT @GreatNegrodamus: Lmfaoooooooooo trash ass falcants RT @PacDaGoat: LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon,lmfaoooooooooo trash ass falcant lmfaooooooooooo ya stink,1
RT @GreatScottnyc: All bitches is crazy.,bitch crazi,1
RT @Great_Bryt: Riff Raff is trash,riff raff trash,0
RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,see bae retweet mention hoe,1
"RT @GreenLanternJet: I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",wa alreadi 24 jeter arriv plenti yanke memori next year go veri odd inde,0
RT @Gresham_Major: U tell us you fuckin barbarian RT @TypoGawd: Does pussy juice really help ya beard grow?,u tell us fuckin barbarian doe pussi juic realli help ya beard grow,1
"RT @Griff_TheGreat: Drake said it best when he said ""Niggas act more like bitches these days!""",drake said best said nigga act like bitch day,1
"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",im bitch bitch mom bitch bitch dad bitch fuck bitch,1
RT @GrvndBxrry: i hate when bitches brag bout how they bf put it down ........ Then they single .... &#128514;,hate bitch brag bout bf put singl,1
"RT @GuapoAficionado: Kill em all at once I say.

RT &#8220;@PacDaGoat: The world will be a better place when bitches like her dies lonely http://&#8230;",kill em onc say world better place bitch like die lone http//,1
"RT @GucciManeQuote1: Gucci, you conceited bitch I might be
'Cause my chain so bright, Stevie Wonder might see",gucci conceit bitch might caus chain bright stevi wonder might see,1
RT @GuiltyZoE: &#128514;benzino bitch wasn't ready &#128557;&#128557;&#127821;,benzino bitch wasnt readi,1
RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,tell chose ( ) trash environ tri save like hypocrit douc,0
"RT @Gunplayrob187: Tired of dealing with these hoes , but my dick not &#128588;&#128175;&#128564;&#128514;&#128514;",tire deal hoe dick,1
"RT @GuruJeremy: Hoes use the""it just happened"" excuse as a means to cope wit them being a ho. They make it seem as if they had no control o&#8230;",hoe use theit happen excus mean cope wit ho make seem control,1
"RT @GuruJeremy: That's how niggas get cheated on. She lie in ur face bc she in denial about her hoe actions. But she tell her homegirls ""it&#8230;",nigga get cheat lie ur face bc denial hoe action tell homegirl,1
RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;,women think angel denial hoe action dont fall facad see past b,1
RT @Guwopp1017: Bullying doesn't exist.....BITCH ASS PEOPLE EXIST! If you don't stand the fuck up for yourself &amp; stop being a pussy!,bulli doesnt existbitch ass peopl exist dont stand fuck stop pussi,1
RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O,flirt bitch twitter like,1
